Address,Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price,Property_Type,City,District,Land_Price_Per_M2,Land_Value
"HXH 350, Đường Nguyễn Văn Lượng, Phường 16, Gò Vấp, Hồ Chí Minh",68.0,6.0,6.0,Tây - Bắc,Tây - Bắc,3.0,4.0,3.0,Have certificate,Full,6.5,Nhà,Hồ Chí Minh,Quận 1,500.0,34000.0
"Đường Lê Lai, Phường 3, Gò Vấp, Hồ Chí Minh",63.6,3.0,3.0,Đông - Nam,Đông - Nam,2.0,3.0,2.0,Have certificate,Basic,6.9,Nhà,Hồ Chí Minh,Quận 3,250.0,15900.0
"Đường Lê Quang Định, Phường 1, Gò Vấp, Hồ Chí Minh",75.0,4.0,4.0,Đông - Nam,Đông - Nam,4.0,6.0,7.0,Have certificate,Full,7.5,Nhà,Hồ Chí Minh,Quận 1,500.0,37500.0
"Đường Thới An 22, Phường Thới An, Quận 12, Hồ Chí Minh",60.0,4.2,6.0,Đông - Bắc,Đông - Nam,5.0,5.0,6.0,Have certificate,Full,6.7,Nhà,Hồ Chí Minh,Quận 1,500.0,30000.0
"Đường Phan Văn Trị, Phường 7, Gò Vấp, Hồ Chí Minh",38.0,4.085,5.0,Đông - Bắc,Đông - Nam,2.0,2.0,2.0,Have certificate,Full,6.4,Nhà,Hồ Chí Minh,Quận 7,180.0,6840.0
"Đường Số 16, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",44.0,4.0,4.0,Đông - Nam,Đông - Nam,2.0,2.0,2.0,Sale contract,Full,3.7,Nhà,Hồ Chí Minh,Quận 1,500.0,22000.0
"Đường Đỗ Thừa Luông, Phường Tân Quý, Tân Phú, Hồ Chí Minh",73.4,4.0,8.0,Đông,Đông - Nam,1.0,3.0,3.0,Have certificate,Full,7.8,Nhà,Hồ Chí Minh,Tân Phú,85.0,6239.000000000001
"Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",86.0,4.0,12.0,Bắc,Đông - Nam,2.0,3.0,3.0,Have certificate,Full,8.7,Nhà,Hồ Chí Minh,Tân Phú,85.0,7310.0
"Đường Ni Sư Huỳnh Liên, Phường 10, Tân Bình, Hồ Chí Minh",42.0,3.6,3.0,Đông - Nam,Đông - Nam,2.0,2.0,2.0,Have certificate,Full,4.2,Nhà,Hồ Chí Minh,Quận 1,500.0,21000.0
"Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",23.5,4.0,6.0,Tây,Đông - Nam,2.0,2.0,2.0,In progress,Full,2.6,Chung cư,Hồ Chí Minh,Tân Phú,85.0,1997.5
"Đường Trần Thủ Độ, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh",58.0,4.0,4.0,Bắc,Bắc,2.0,3.0,3.0,Have certificate,Full,4.8,Nhà,Hồ Chí Minh,Tân Phú,85.0,4930.0
"Đường Nguyễn Thế Truyện, Phường Tân Sơn Nhì, Tân Phú, Hồ Chí Minh",68.5,4.0,6.0,Đông - Bắc,Đông - Nam,2.0,2.0,2.0,Sale contract,Full,4.6,Nhà,Hồ Chí Minh,Tân Phú,85.0,5822.5
"Đường Bờ Bao Tân Thắng, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",43.0,4.0,6.0,Tây - Nam,Đông - Nam,2.0,2.0,2.0,Have certificate,Full,3.7,Nhà,Hồ Chí Minh,Tân Phú,85.0,3655.0
"Đường Bình Long, Phường Tân Quý, Tân Phú, Hồ Chí Minh",58.0,4.0,4.0,Nam,Đông - Nam,2.0,2.0,2.0,Have certificate,Full,4.1,Nhà,Hồ Chí Minh,Tân Phú,85.0,4930.0
"Đường Nguyễn Minh Hoàng, Phường 12, Tân Bình, Hồ Chí Minh",65.0,8.0,5.0,Bắc,Đông - Nam,1.0,2.0,2.0,Have certificate,Basic,8.3,Nhà,Hồ Chí Minh,Quận 1,500.0,32500.0
"Đường Lê Cao Lãng, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh",74.0,4.0,6.0,Đông - Nam,Đông - Nam,3.0,4.0,4.0,Have certificate,Basic,9.8,Nhà,Hồ Chí Minh,Tân Phú,85.0,6290.0
"Đường Nguyễn Đình Chiểu, Phường 5, Quận 3, Hồ Chí Minh",40.0,3.8,6.0,Đông - Nam,Đông - Nam,3.0,4.0,2.0,Have certificate,Full,7.7,Nhà,Hồ Chí Minh,Quận 3,260.0,10400.0
"Đường Tân Hiệp 8, Xã Tân Hiệp, Hóc Môn, Hồ Chí Minh",101.0,5.0,7.0,Đông - Nam,Đông - Nam,3.0,3.0,2.0,Have certificate,Full,3.98,Nhà,Hồ Chí Minh,Quận 8,70.0,7070.0
"Đường Lê Văn Duyệt, Phường 3, Bình Thạnh, Hồ Chí Minh",68.9,4.0,8.0,Đông - Nam,Đông - Nam,4.0,6.0,4.0,Have certificate,Full,8.5,Nhà,Hồ Chí Minh,Quận 3,250.0,17225.0
"Đường Số 11, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",60.0,4.0,6.0,Đông - Nam,Đông - Nam,4.0,4.0,3.0,Have certificate,Full,6.1,Nhà,Hồ Chí Minh,Quận 1,500.0,30000.0
"Đường Số 5, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",48.0,4.0,8.0,Đông - Nam,Đông - Nam,3.0,4.0,3.0,Have certificate,Full,4.95,Nhà,Hồ Chí Minh,Quận 5,120.0,5760.0
"Dự án Prosper Plaza, Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",100.0,4.2,6.0,Đông - Nam,Đông - Nam,2.0,2.0,2.0,Have certificate,Basic,3.1,Nhà,Hồ Chí Minh,Quận 1,500.0,50000.0
"Đường Bùi Tư Toàn, Phường An Lạc, Bình Tân, Hồ Chí Minh",129.0,8.0,6.0,Đông - Nam,Đông - Nam,3.0,4.0,4.0,Have certificate,Full,9.3,Nhà,Hồ Chí Minh,Bình Tân,55.0,7095.0
"Đường Chiến Lược, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",80.0,4.0,6.0,Bắc,Bắc,3.0,5.0,5.0,Have certificate,Full,6.8,Nhà,Hồ Chí Minh,Bình Tân,55.0,4400.0
"Đường Cư Xá Phú Lâm B, Phường 13, Quận 6, Hồ Chí Minh",66.0,4.0,7.0,Đông - Nam,Đông - Nam,2.0,3.0,3.0,Have certificate,Full,7.7,Nhà,Hồ Chí Minh,Quận 1,500.0,33000.0
"Đường 40, Phường 10, Quận 6, Hồ Chí Minh",48.0,4.0,6.0,Đông - Nam,Đông - Nam,3.0,3.0,3.0,Have certificate,Full,7.5,Nhà,Hồ Chí Minh,Quận 1,500.0,24000.0
"Đường Ông Ích Khiêm, Phường 5, Quận 11, Hồ Chí Minh",40.0,4.0,6.0,Đông - Nam,Đông - Nam,3.0,4.0,4.0,Have certificate,Full,7.8,Nhà,Hồ Chí Minh,Quận 1,500.0,20000.0
"Hẻm 1/, Đường Nguyễn Oanh, Phường 17, Gò Vấp, Hồ Chí Minh",70.0,4.5,7.0,Đông - Nam,Đông - Nam,3.0,4.0,4.0,Have certificate,Full,2.8,Nhà,Hồ Chí Minh,Quận 1,500.0,35000.0
"Đường 359, Phường Phước Long B, Quận 9, Hồ Chí Minh",71.0,5.0,5.0,Đông - Nam,Đông - Nam,3.0,5.0,4.0,Have certificate,Full,8.99,Nhà,Hồ Chí Minh,Quận 3,250.0,17750.0
"Phường 10, Quận 6, Hồ Chí Minh",40.0,4.0,6.0,Đông - Nam,Đông - Nam,3.0,4.0,4.0,Have certificate,Full,6.78,Chung cư,Hồ Chí Minh,Quận 1,500.0,20000.0
"Đường Số 64, Phường 10, Quận 6, Hồ Chí Minh",68.0,4.0,6.0,Đông - Nam,Đông - Nam,3.0,3.0,3.0,Have certificate,Full,9.9,Nhà,Hồ Chí Minh,Quận 1,500.0,34000.0
"Đường Kinh Dương Vương, Phường 12, Quận 6, Hồ Chí Minh",72.0,4.0,6.0,Đông - Nam,Đông - Nam,3.0,5.0,3.0,Have certificate,Full,6.1,Nhà,Hồ Chí Minh,Quận 1,500.0,36000.0
"Đường Lê Lai, Phường 12, Tân Bình, Hồ Chí Minh",77.0,5.2,6.0,Đông - Nam,Đông - Nam,5.0,4.0,4.0,Sale contract,Full,7.7,Nhà,Hồ Chí Minh,Quận 1,500.0,38500.0
"Đường Nguyễn Trọng Tuyển, Phường 1, Tân Bình, Hồ Chí Minh",61.2,5.1,6.0,Đông - Nam,Đông - Nam,2.0,4.0,3.0,Have certificate,Full,9.9,Nhà,Hồ Chí Minh,Quận 1,500.0,30600.0
"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",105.0,4.3,5.0,Đông - Nam,Đông - Nam,3.0,8.0,8.0,Have certificate,Full,8.2,Nhà,Hồ Chí Minh,Quận 7,180.0,18900.0
"Đường Gò Dầu, Phường Tân Quý, Tân Phú, Hồ Chí Minh",96.0,4.2,6.0,Đông - Nam,Đông - Nam,1.0,3.0,2.0,Have certificate,Full,6.5,Nhà,Hồ Chí Minh,Tân Phú,85.0,8160.0
"Đường Lê Văn Sỹ, Phường 13, Quận 3, Hồ Chí Minh",44.0,4.0,4.95,Đông - Nam,Đông - Nam,3.0,3.0,3.0,Have certificate,Full,7.0,Nhà,Hồ Chí Minh,Quận 1,500.0,22000.0
"Phường Phước Long B, Quận 9, Hồ Chí Minh",70.0,6.0,8.0,Đông - Nam,Đông - Nam,3.0,4.0,4.0,Have certificate,Basic,6.8,Nhà,Hồ Chí Minh,Quận 9 (Thủ Đức),90.0,6300.0
"Phường Phước Long B, Quận 9, Hồ Chí Minh",70.0,5.0,8.0,Đông - Nam,Đông - Nam,3.0,4.0,3.0,Have certificate,Basic,5.3,Chung cư,Hồ Chí Minh,Quận 9 (Thủ Đức),90.0,6300.0
"Đường Trịnh Hoài Đức, Phường Hiệp Phú, Quận 9, Hồ Chí Minh",94.0,5.0,8.0,Đông - Nam,Đông - Nam,3.0,4.0,5.0,Have certificate,Full,7.5,Nhà,Hồ Chí Minh,Quận 9 (Thủ Đức),90.0,8460.0
"Đường Số 5, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",61.0,4.0,5.0,Đông - Nam,Đông - Nam,3.0,3.0,4.0,Have certificate,Full,6.5,Nhà,Hồ Chí Minh,Quận 5,120.0,7320.0
"Đường Hàn Hải Nguyên, Phường 2, Quận 11, Hồ Chí Minh",40.7,3.8,5.5,Đông,Đông - Nam,3.0,3.0,3.0,Sale contract,Full,6.2,Nhà,Hồ Chí Minh,Quận 1,500.0,20350.0
"Đường Phan Văn Hớn, Xã Bà Điểm, Hóc Môn, Hồ Chí Minh",94.9,6.5,7.0,Đông - Nam,Đông - Nam,2.0,3.0,4.0,Have certificate,Full,4.88,Nhà,Hồ Chí Minh,Hóc Môn,25.0,2372.5
"Đường Nguyễn Đình Chiểu, Phường 2, Quận 3, Hồ Chí Minh",32.0,4.0,5.0,Đông - Nam,Đông - Nam,4.0,3.0,3.0,Sale contract,Basic,6.9,Nhà,Hồ Chí Minh,Quận 3,260.0,8320.0
"Đường Nguyễn Thị Tần, Phường 2, Quận 8, Hồ Chí Minh",49.0,4.04,8.0,Đông - Nam,Đông - Nam,5.0,5.0,5.0,Have certificate,Full,9.8,Nhà,Hồ Chí Minh,Quận 8,70.0,3430.0
"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",100.0,5.0,6.0,Đông - Nam,Đông - Nam,2.0,3.0,2.0,Sale contract,Full,4.55,Nhà,Hồ Chí Minh,Nhà Bè,25.0,2500.0
"Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh.",66.0,4.0,12.0,Tây,Tây,2.0,2.0,2.0,Have certificate,Full,6.5,Chung cư,Hồ Chí Minh.,Bình Tân,55.0,3630.0
"Dự án Dragon Village, Đường 990, Phường Phú Hữu, Quận 9, Hồ Chí Minh",153.0,5.0,8.0,Đông - Nam,Đông - Nam,3.0,3.0,3.0,Have certificate,Full,7.99,Chung cư,Hồ Chí Minh,Quận 9 (Thủ Đức),90.0,13770.0
"Đường Lê Văn Lương, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",92.4,5.0,6.0,Đông - Nam,Đông - Nam,3.0,4.0,5.0,Have certificate,Full,5.9,Nhà,Hồ Chí Minh,Nhà Bè,25.0,2310.0
"Đường Dương Quảng Hàm, Phường 5, Gò Vấp, Hồ Chí Minh",73.0,4.5,6.0,Đông - Nam,Đông - Nam,2.0,4.0,3.0,Have certificate,Full,6.5,Nhà,Hồ Chí Minh,Quận 5,120.0,8760.0
"Đường Nguyễn Du, Phường 7, Gò Vấp, Hồ Chí Minh",72.0,4.085,5.0,Đông - Nam,Đông - Nam,4.0,4.0,5.0,Have certificate,Full,9.2,Nhà,Hồ Chí Minh,Quận 7,180.0,12960.0
"Đường Quang Trung, Phường 10, Gò Vấp, Hồ Chí Minh",80.0,4.2,6.0,Đông - Nam,Đông - Nam,3.0,4.0,3.0,Have certificate,Full,7.9,Nhà,Hồ Chí Minh,Quận 1,500.0,40000.0
"Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",52.0,4.2,10.0,Nam,Nam,4.0,4.0,5.0,Sale contract,Full,6.77,Nhà,Hồ Chí Minh,Quận 1,500.0,26000.0
"Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh",66.0,5.0,5.0,Đông,Đông,2.0,2.0,2.0,Have certificate,Full,3.3,Chung cư,Hồ Chí Minh,Quận 1,500.0,33000.0
"Đường Tỉnh lộ 15, Xã Tân Thạnh Đông, Củ Chi, Hồ Chí Minh",355.0,9.7,15.0,Đông - Nam,Đông - Nam,1.5,3.0,2.0,Have certificate,Full,8.0,Nhà,Hồ Chí Minh,Quận 1,500.0,177500.0
"Đường Phạm Văn Bạch, Phường 15, Tân Bình, Hồ Chí Minh",57.0,4.2,6.0,Đông - Nam,Đông - Nam,2.0,4.0,3.0,Have certificate,Full,5.55,Nhà,Hồ Chí Minh,Quận 1,500.0,28500.0
"Đường Trịnh Như Khuê, Xã Bình Chánh, Bình Chánh, Hồ Chí Minh",72.0,5.0,3.0,Đông - Nam,Đông - Nam,2.0,3.0,2.0,Have certificate,Full,2.99,Nhà,Hồ Chí Minh,Bình Chánh,35.0,2520.0
"189/4, Phố Trần Xuân Soạn, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",71.0,4.3,5.0,Đông - Bắc,Đông - Nam,2.0,3.0,3.0,Have certificate,Full,6.5,Nhà,Hồ Chí Minh,Quận 1,500.0,35500.0
"Đường Võ Văn Tần, Phường 5, Quận 3, Hồ Chí Minh",36.0,3.4,5.0,Đông - Bắc,Đông - Bắc,5.0,5.0,5.0,Have certificate,Full,9.0,Nhà,Hồ Chí Minh,Quận 3,280.0,10080.0
"Xã Thạnh An, Cần Giờ, Hồ Chí Minh",100.0,4.2,5.0,Đông - Nam,Đông - Nam,1.0,3.0,1.0,Sale contract,Full,1.5,Nhà,Hồ Chí Minh,Cần Giờ,10.0,1000.0
"Đường Quang Trung, Phường 8, Gò Vấp, Hồ Chí Minh",54.0,6.0,3.5,Tây - Bắc,Đông - Nam,2.0,3.0,4.0,Have certificate,Full,5.35,Nhà,Hồ Chí Minh,Quận 8,70.0,3780.0
"Đường Phạm Văn Chiêu, Phường 14, Gò Vấp, Hồ Chí Minh",60.0,4.5,5.0,Tây,Đông - Nam,4.0,4.0,5.0,Have certificate,Full,6.9,Nhà,Hồ Chí Minh,Quận 1,500.0,30000.0
"Hẻm 88/, Đường Mạc Đĩnh Chi, Phường Đa Kao, Quận 1, Hồ Chí Minh",16.0,3.5,3.0,Đông - Nam,Đông - Nam,4.0,2.0,3.0,Have certificate,Full,4.1,Nhà,Hồ Chí Minh,Quận 1,500.0,8000.0
"Đường Phan Huy Ích, Phường 12, Gò Vấp, Hồ Chí Minh",40.0,4.0,4.0,Tây - Bắc,Đông - Nam,3.0,3.0,3.0,Have certificate,Full,4.95,Nhà,Hồ Chí Minh,Quận 1,500.0,20000.0
"Đường  Vạn Kiếp, Phường 3, Bình Thạnh, Hồ Chí Minh",27.0,4.0,5.0,Đông - Nam,Đông - Nam,2.0,2.0,2.0,Have certificate,Full,4.0,Nhà,Hồ Chí Minh,Quận 3,250.0,6750.0
"Đường Nguyễn Hồng Đào, Phường 14, Tân Bình, Hồ Chí Minh",48.0,4.0,8.0,Đông - Nam,Đông - Nam,3.0,4.0,3.0,Have certificate,Full,8.0,Nhà,Hồ Chí Minh,Quận 1,500.0,24000.0
"Đường Lê Hồng Phong, Phường 1, Quận 10, Hồ Chí Minh",47.0,4.6,5.0,Đông - Nam,Đông - Nam,4.0,3.0,3.0,Have certificate,Full,8.9,Nhà,Hồ Chí Minh,Quận 1,500.0,23500.0
"Đường 48, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",70.0,4.5,12.0,Đông - Bắc,Đông - Bắc,4.0,4.0,4.0,Have certificate,Full,6.9,Nhà,Hồ Chí Minh,Quận 4,160.0,11200.0
"Phường Tăng Nhơn Phú A, Thủ Đức, Hồ Chí Minh",90.0,5.0,5.0,Tây - Bắc,Đông - Nam,3.0,2.0,1.0,Have certificate,Full,4.45,Nhà,Hồ Chí Minh,Thủ Đức,100.0,9000.0
"Đường Bàu Cát, Phường 11, Tân Bình, Hồ Chí Minh",52.0,4.0,3.0,Đông - Nam,Đông - Nam,2.0,2.0,2.0,Have certificate,Full,5.0,Nhà,Hồ Chí Minh,Quận 1,500.0,26000.0
"Đường Trường Chinh, Phường 14, Tân Bình, Hồ Chí Minh",60.0,5.0,3.0,Đông - Nam,Đông - Nam,3.0,3.0,3.0,Have certificate,Full,6.5,Nhà,Hồ Chí Minh,Quận 1,500.0,30000.0
"Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",90.0,4.5,8.0,Đông - Nam,Đông - Nam,3.0,4.0,4.0,Have certificate,Full,5.9,Nhà,Hồ Chí Minh,Thủ Đức,100.0,9000.0
"Đường Liên khu 8-9, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",68.0,4.0,4.0,Đông - Nam,Đông - Nam,4.0,4.0,5.0,Have certificate,Full,4.95,Nhà,Hồ Chí Minh,Quận 8,70.0,4760.0
"Số 54/25, Đường Đồng Đen, Phường 14, Tân Bình, Hồ Chí Minh",39.0,4.2,4.0,Đông - Nam,Đông - Nam,4.0,4.0,3.0,Have certificate,Full,6.5,Nhà,Hồ Chí Minh,Quận 1,500.0,19500.0
"Đường Trung Mỹ Tây 2A, Phường Trung Mỹ Tây, Quận 12, Hồ Chí Minh",100.0,2.0,3.0,Nam,Đông - Nam,3.0,3.0,2.0,Have certificate,Full,5.6,Nhà,Hồ Chí Minh,Quận 1,500.0,50000.0
"Đường Tam Châu, Phường Tam Bình, Thủ Đức, Hồ Chí Minh",100.0,5.0,4.0,Đông - Nam,Đông - Nam,2.0,3.0,2.0,Sale contract,Full,4.4,Nhà,Hồ Chí Minh,Thủ Đức,100.0,10000.0
"Đường Đình Phong Phú, Phường Tăng Nhơn Phú B, Quận 9, Hồ Chí Minh",50.0,4.0,8.0,Đông - Nam,Đông - Nam,3.0,4.0,3.0,Have certificate,Full,5.4,Nhà,Hồ Chí Minh,Quận 9 (Thủ Đức),90.0,4500.0
"Đường Tô Ngọc Vân, Phường Tam Bình, Thủ Đức, Hồ Chí Minh",145.0,6.0,5.0,Đông - Nam,Đông - Nam,1.0,4.0,4.0,Have certificate,Full,7.4,Nhà,Hồ Chí Minh,Thủ Đức,100.0,14500.0
"Đường Cộng Hòa, Phường 13, Tân Bình, Hồ Chí Minh",50.0,3.9,8.0,Đông - Nam,Đông - Nam,4.0,5.0,4.0,Have certificate,Full,9.79,Nhà,Hồ Chí Minh,Quận 1,500.0,25000.0
"Phường An Lạc, Bình Tân, Hồ Chí Minh",90.0,4.5,12.0,Đông - Nam,Đông - Nam,4.0,4.0,3.0,Have certificate,Full,9.99,Nhà,Hồ Chí Minh,Bình Tân,55.0,4950.0
"Đường Đất Mới, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",50.0,10.0,5.0,Đông,Đông,3.0,3.0,2.0,Have certificate,Full,4.5,Nhà,Hồ Chí Minh,Bình Tân,55.0,2750.0
"Đường Bình Trị Đông, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",50.0,4.1,5.0,Bắc,Bắc,2.0,2.0,2.0,Have certificate,Full,3.99,Nhà,Hồ Chí Minh,Bình Tân,55.0,2750.0
"Đường Số 59, Phường 14, Gò Vấp, Hồ Chí Minh",72.0,4.085,5.0,Đông - Nam,Đông - Nam,3.0,3.0,2.0,Have certificate,Full,9.5,Nhà,Hồ Chí Minh,Quận 1,500.0,36000.0
"Đường Số 4 Cư xá Đô Thành, Phường 4, Quận 3, Hồ Chí Minh",56.0,4.0,4.95,Đông - Nam,Đông - Nam,2.0,3.0,3.0,Have certificate,Full,7.9,Nhà,Hồ Chí Minh,Quận 3,250.0,14000.0
"Đường Trần Đình Xu, Phường Cô Giang, Quận 1, Hồ Chí Minh",16.0,3.4,4.8,Đông - Nam,Đông - Nam,3.0,4.0,3.0,Have certificate,Full,2.3,Nhà,Hồ Chí Minh,Quận 1,500.0,8000.0
"Đường Âu Cơ, Phường 10, Tân Bình, Hồ Chí Minh",22.0,3.5,6.0,Đông - Nam,Đông - Nam,3.0,2.0,3.0,Have certificate,Full,3.9,Nhà,Hồ Chí Minh,Quận 1,500.0,11000.0
"Đường Lê Đức Thọ, Phường 16, Gò Vấp, Hồ Chí Minh",66.0,4.085,5.0,Tây - Nam,Đông - Nam,5.0,4.0,5.0,Have certificate,Basic,7.8,Chung cư,Hồ Chí Minh,Quận 1,500.0,33000.0
"Đường Nguyễn Hồng Đào, Phường 14, Tân Bình, Hồ Chí Minh",101.0,6.0,5.0,Đông - Nam,Đông - Nam,2.0,4.0,3.0,Have certificate,Full,9.0,Nhà,Hồ Chí Minh,Quận 1,500.0,50500.0
"Đường Cô Giang, Phường Cầu Ông Lãnh, Quận 1, Hồ Chí Minh",16.0,4.5,4.8,Đông - Nam,Đông - Nam,4.0,3.0,2.0,Pending,Full,2.88,Nhà,Hồ Chí Minh,Quận 1,500.0,8000.0
"Hẻm 41, Đường Lương Văn Can, Phường 15, Quận 8, Hồ Chí Minh",26.0,3.0,4.0,Đông - Nam,Đông - Nam,3.0,2.0,2.0,Have certificate,Full,1.68,Nhà,Hồ Chí Minh,Quận 1,500.0,13000.0
"Đường Trần Bình Trọng, Phường 5, Bình Thạnh, Hồ Chí Minh",92.0,5.0,6.0,Đông - Nam,Đông - Nam,1.0,1.0,1.0,Have certificate,Full,8.6,Nhà,Hồ Chí Minh,Quận 5,120.0,11040.0
"Hẻm 35, Đường Xô Viết Nghệ Tĩnh, Phường 17, Bình Thạnh, Hồ Chí Minh",59.0,4.0,5.0,Đông - Nam,Đông - Nam,1.0,5.0,5.0,Have certificate,Basic,5.75,Nhà,Hồ Chí Minh,Quận 1,500.0,29500.0
"Đường Lý Nam Đế, Phường 7, Quận 11, Hồ Chí Minh",21.3,2.2,5.5,Đông - Nam,Đông - Nam,3.0,3.0,3.0,Have certificate,Full,7.0,Nhà,Hồ Chí Minh,Quận 1,500.0,10650.0
"Đường Nguyễn Thị Búp, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",80.0,4.2,6.0,Đông - Nam,Đông - Nam,3.0,3.0,3.0,Sale contract,Full,4.0,Nhà,Hồ Chí Minh,Quận 1,500.0,40000.0
"Đường Vườn Điều, Phường Tân Quy, Quận 7, Hồ Chí Minh",32.0,4.3,5.0,Đông - Nam,Đông - Nam,2.0,2.0,1.0,Sale contract,Basic,1.05,Nhà,Hồ Chí Minh,Quận 7,180.0,5760.0
"Đường  Vạn Kiếp, Phường 3, Bình Thạnh, Hồ Chí Minh",27.0,4.0,5.0,Đông - Nam,Đông - Nam,2.0,2.0,2.0,Have certificate,Basic,3.99,Nhà,Hồ Chí Minh,Quận 3,250.0,6750.0
"Đường Ích Thạnh, Phường Trường Thạnh, Quận 9, Hồ Chí Minh",68.1,4.0,8.0,Đông - Bắc,Đông - Nam,3.0,4.0,4.0,Have certificate,Full,5.95,Nhà,Hồ Chí Minh,Quận 9 (Thủ Đức),90.0,6128.999999999999
"///, Đường Số 4, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",64.0,4.0,6.0,Đông - Nam,Đông - Nam,1.0,1.0,2.0,Have certificate,Basic,4.4,Nhà,Hồ Chí Minh,Quận 4,160.0,10240.0
"Đường Lê Văn Sỹ, Phường 13, Quận 3, Hồ Chí Minh",71.0,4.0,4.95,Đông - Nam,Đông - Nam,3.0,5.0,4.0,Have certificate,Full,9.8,Nhà,Hồ Chí Minh,Quận 1,500.0,35500.0
"Đường Nguyễn Văn Đậu, Phường 11, Bình Thạnh, Hồ Chí Minh",36.0,4.0,5.0,Đông - Nam,Đông - Nam,2.0,2.0,2.0,Have certificate,Full,4.19,Nhà,Hồ Chí Minh,Quận 1,500.0,18000.0
"Đường Số 4, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",88.0,5.5,6.0,Đông - Nam,Đông - Nam,3.0,3.0,3.0,Have certificate,Full,5.5,Nhà,Hồ Chí Minh,Quận 4,160.0,14080.0
"Đường Nguyễn Thị Định, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",56.0,6.0,4.0,Đông - Nam,Đông - Nam,1.0,1.0,1.0,Have certificate,Full,4.3,Nhà,Hồ Chí Minh,Quận 2 (Thủ Đức),180.0,10080.0
"Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",90.0,4.0,15.0,Đông - Nam,Đông - Nam,3.0,4.0,3.0,Have certificate,Full,9.85,Nhà,Hồ Chí Minh,Tân Phú,85.0,7650.0
"Đường Lâm Thị Hố, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",68.0,5.0,7.0,Đông - Nam,Đông - Nam,2.0,3.0,3.0,Have certificate,Full,3.65,Nhà,Hồ Chí Minh,Quận 1,500.0,34000.0
"Hẻm 148, Đường Tôn Đản, Phường 10, Quận 4, Hồ Chí Minh",32.0,4.279999999999999,4.15,Đông - Nam,Đông - Nam,3.0,2.0,3.0,Have certificate,Basic,3.95,Nhà,Hồ Chí Minh,Quận 1,500.0,16000.0
"Đường Nguyễn Duy Trinh, Phường Long Trường, Quận 9, Hồ Chí Minh",66.0,4.5,8.0,Đông - Nam,Đông - Nam,4.0,3.0,4.0,Have certificate,Full,5.9,Nhà,Hồ Chí Minh,Quận 9 (Thủ Đức),90.0,5940.0
"Đường Lê Lai, Phường 14, Tân Bình, Hồ Chí Minh",78.0,4.2,6.0,Đông - Nam,Đông - Nam,3.0,4.0,3.0,Sale contract,Full,9.3,Nhà,Hồ Chí Minh,Quận 1,500.0,39000.0
"Phường Phú Hữu, Quận 9, Hồ Chí Minh",58.0,5.0,8.0,Đông - Nam,Đông - Nam,3.0,3.0,3.0,Have certificate,Full,4.5,Chung cư,Hồ Chí Minh,Quận 9 (Thủ Đức),90.0,5220.0
"Đường Bác Ái, Phường Tân Thành, Tân Phú, Hồ Chí Minh",72.0,4.14,14.0,Đông - Nam,Đông - Nam,3.0,3.0,3.0,Have certificate,Full,8.75,Nhà,Hồ Chí Minh,Tân Phú,85.0,6120.0
"Đường Phan Văn Trị, Phường 5, Gò Vấp, Hồ Chí Minh",87.0,4.085,5.0,Đông - Nam,Đông - Nam,3.0,5.0,3.0,Have certificate,Full,9.3,Nhà,Hồ Chí Minh,Quận 5,120.0,10440.0
